"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.229629417E0,1.361583572E1,-2.889890442E0,-2.539020081E0,1.414881876E1
2.239699417E0,1.070244415E1,-2.283202057E0,-1.909878387E0,1.110868840E1
2.249768417E0,9.127868500E0,-1.606908417E0,-1.561852112E0,9.398910577E0
2.259837417E0,6.414910126E0,-1.348096619E0,-1.615590363E0,6.751190164E0
2.269906417E0,3.414100342E0,-9.970765686E-1,-1.755100250E0,3.966184529E0
2.279975417E0,1.605261841E0,-6.340814209E-1,-1.804497528E0,2.497025461E0
2.290044417E0,-1.670526123E-1,-3.505709839E-1,-1.884281616E0,1.923882481E0
2.300114417E0,-1.363963623E0,-1.359173584E-1,-2.089654541E0,2.499105119E0
2.310183417E0,-1.996997223E0,1.646575928E-3,-1.979483643E0,2.811824339E0
2.320252417E0,-2.409389648E0,8.532257080E-2,-1.647474060E0,2.920035821E0
2.330321417E0,-2.359543304E0,1.107696533E-2,-1.394799500E0,2.740991235E0
2.340390417E0,-2.083666992E0,3.188369751E-2,-1.335822144E0,2.475299074E0
2.350460417E0,-1.589993591E0,-1.197509766E-3,-9.421408081E-1,1.848164050E0
2.360529417E0,-1.138682098E0,7.035369873E-3,-5.975573730E-1,1.285970930E0
2.370598417E0,-7.711962891E-1,6.885681152E-3,-3.285667419E-1,8.383002044E-1
2.380667417E0,-5.622308350E-1,-4.191284180E-3,-5.269042969E-2,5.647099787E-1
2.390736417E0,-1.689985657E-1,-1.437011719E-2,-2.377056885E-1,2.920120028E-1
2.400805417E0,-4.969665527E-2,-1.622625732E-1,-2.327659607E-1,2.880605712E-1
2.410874417E0,-4.070036316E-1,-3.894900513E-1,-5.839356995E-1,8.113786769E-1
2.420944417E0,-4.812492371E-1,-4.719685364E-1,-9.009764099E-1,1.125217143E0
2.431013417E0,-4.843927002E-1,-4.858895874E-1,-9.039701843E-1,1.134851124E0
2.441082417E0,-5.275030518E-1,-5.001100159E-1,-6.152206421E-1,9.522950887E-1
2.451151417E0,-6.509962463E-1,-5.968089294E-1,-9.175918579E-2,8.879170903E-1
2.461220417E0,-8.402027893E-1,-7.346722412E-1,3.635939026E-1,1.173833274E0
2.471289417E0,-1.009949799E0,-8.623567200E-1,8.208929443E-1,1.561256844E0
2.481359417E0,-1.266516266E0,-1.131347351E0,1.256636810E0,2.112615998E0
2.491428417E0,-1.564546509E0,-1.454525299E0,1.727856903E0,2.747533276E0
2.501497417E0,-1.716779938E0,-1.744472351E0,1.710942078E0,2.986275260E0
2.511566417E0,-1.955683136E0,-1.994452515E0,1.549278259E0,3.194182288E0
2.521635417E0,-2.442321167E0,-2.395318909E0,1.906136169E0,3.916100159E0
2.531704417E0,-1.665736084E0,-2.704126740E0,2.962639160E0,4.343294708E0
2.541774417E0,-1.036594391E0,-2.671644287E0,3.579656067E0,4.585427863E0
2.551843417E0,-6.340814209E-1,-2.536325684E0,3.832480316E0,4.639279319E0
2.561912417E0,-7.978408813E-2,-2.251018982E0,3.645519104E0,4.285237624E0
2.571981417E0,-3.766168213E-1,-1.922901306E0,2.495460663E0,3.172808469E0
2.582050417E0,-2.806813202E0,-1.137783966E0,2.549498291E0,3.958875376E0
2.592119417E0,-8.991801453E-1,-7.038363647E-1,1.560953979E0,1.934034097E0
2.602189417E0,2.321372681E0,-7.030879211E-1,5.340893555E-1,2.483617359E0
2.612258417E0,1.929786987E0,-2.389031982E-1,-3.673361206E-1,1.978910908E0
2.622327417E0,1.680405579E0,6.990463257E-2,-1.010398865E0,1.962028397E0
2.632396417E0,1.205742645E0,1.356179810E-1,-1.746118927E0,2.126296986E0
2.642465417E0,9.824070740E-1,-2.805166626E-1,-2.740052032E0,2.924328709E0
2.652534417E0,1.435963898E0,-6.722520447E-1,-3.017125854E0,3.408366698E0
2.662604417E0,2.472109222E0,-1.027014313E0,-2.449805603E0,3.628722902E0
2.672673417E0,5.794300690E0,-1.395248566E0,-2.521955566E0,6.471545327E0
2.682742417E0,8.958121490E0,-1.698966980E0,-3.554358673E0,9.786107245E0
2.692811417E0,1.101469482E1,-2.607427826E0,-4.345762939E0,1.212467886E1
2.702880417E0,1.539383835E1,-3.864513702E0,-1.551074524E1,2.219206937E1
2.712949417E0,5.948016037E1,-8.687783661E0,-6.191290146E1,8.629353643E1
2.723019417E0,7.205895264E1,-1.307516006E1,-3.177098190E1,7.983011811E1
2.733088417E0,4.512665863E1,-4.272714844E0,-4.321213989E0,4.553399062E1
2.743157417E0,4.457864822E1,-4.626878357E-1,4.511618042E0,4.480875645E1
2.753226417E0,3.286864929E1,-4.503085785E0,4.272565155E0,3.344967415E1
2.763295417E0,2.191622498E1,-4.835095367E0,9.255253601E-1,2.246231648E1
2.773364417E0,2.023791504E1,-2.851270752E0,-5.601351929E0,2.119146275E1
2.783433417E0,2.441303284E1,-2.003583527E0,-1.478101273E1,2.860924425E1
2.793503417E0,2.967504044E1,-2.463726654E0,-1.913261353E1,3.539399489E1
2.803572417E0,3.136757080E1,-4.096680908E0,-1.045500870E1,3.331688010E1
2.813641417E0,3.134616531E1,-5.594915314E0,-4.984335022E0,3.222931512E1
2.823710417E0,2.931773346E1,-5.787415009E0,-2.810705109E0,3.001539157E1
2.833779417E0,2.637575134E1,-3.926035767E0,-3.906276855E0,2.695093717E1
2.843848417E0,2.406949722E1,-1.935175781E0,-5.952371979E0,2.486998862E1
2.853918417E0,2.223521164E1,-1.058299255E0,-6.054609375E0,2.306909033E1
2.863987417E0,1.968376740E1,-7.556286621E-1,-5.834566956E0,2.054419249E1
2.874056417E0,1.701466782E1,-7.451504517E-1,-6.115682373E0,1.809573820E1
2.884125417E0,1.741897705E1,-7.679031372E-1,-7.340136108E0,1.891792893E1
2.894194417E0,1.476140350E1,-3.243754578E-1,-7.241042175E0,1.644496715E1
2.904263417E0,1.024110352E1,1.930984497E-2,-5.477110291E0,1.161375526E1
2.914333417E0,6.230493622E0,8.801696777E-2,-3.394191742E0,7.095585623E0
2.924402417E0,2.533182220E0,1.453477478E-1,-1.936373291E0,3.191814476E0
2.934471417E0,-4.321513367E-1,2.498304749E-1,-6.849755859E-1,8.475621495E-1
2.944540417E0,-3.007695465E0,3.751199341E-1,6.438111877E-1,3.098619018E0
2.954608833E0,-4.555476837E0,3.465293884E-1,1.381177826E0,4.772850722E0
2.964677833E0,-4.909939728E0,2.631527710E-1,1.622476044E0,5.177758784E0
2.974747833E0,-4.532873840E0,2.249821472E-1,1.277293854E0,4.714768479E0
2.984816833E0,-4.105063477E0,-3.049159241E-1,5.340893555E-1,4.150875969E0
2.994885833E0,-4.196074219E0,-9.901908875E-1,-3.670367432E-1,4.326919552E0
3.004954833E0,-4.769531708E0,-2.353256378E0,-1.121168518E-1,5.319663380E0
3.015023833E0,-5.337899780E0,-3.823648682E0,1.541494446E0,6.744602911E0
3.025092833E0,-5.555846558E0,-4.635709991E0,2.639910278E0,7.702360961E0
3.035162833E0,-5.533692627E0,-4.937931519E0,2.406395874E0,7.797157359E0
3.045231833E0,-3.947890320E0,-4.092339935E0,1.972298584E0,6.018558451E0
3.055300833E0,-9.865983582E-1,-2.519410858E0,2.720293121E0,3.836769743E0
3.065369833E0,1.263073425E0,-2.129920807E0,2.925815735E0,3.833055548E0
3.075438833E0,1.021176453E0,-1.852697296E0,2.905607758E0,3.594140378E0
3.085507833E0,1.298250275E0,-1.010099487E0,3.131338348E0,3.537094090E0
3.095577833E0,2.173929291E0,1.496887207E-4,3.583697662E0,4.191522100E0
3.105646833E0,2.866838379E0,5.539979553E-1,3.945345612E0,4.908301949E0
3.115715833E0,3.203638000E0,7.915539551E-1,3.088527374E0,4.519829139E0
3.125784833E0,2.834655304E0,1.195563812E0,2.090103607E0,3.719297865E0
3.135853833E0,2.540516968E0,1.583407288E0,1.894909515E0,3.542892487E0
3.145922833E0,2.312541046E0,1.814077606E0,1.861528931E0,3.479082294E0
3.155992833E0,1.844913483E0,1.814676361E0,1.559307404E0,3.021290392E0
3.166061833E0,1.366807709E0,1.779499512E0,1.071172485E0,2.486401480E0
3.176130833E0,1.033899994E0,1.674268341E0,4.855902100E-1,2.026800811E0
3.186199833E0,7.057823181E-1,1.573527832E0,1.811233521E-1,1.734048496E0
3.196268833E0,5.622308350E-1,1.249152374E0,-1.035845947E-1,1.373759416E0
